CombatRank,ValueRank,ShockRank,ShockValueRank,Unit,Cost,SmallArms,HP,NormalizedHP,EffectiveDPS,Suppression,NormalizedSuppression,ShockDPS,ShockSuppression,ShockNormalizedSuppression,ATScore,CombatScore,ValueScore,IsShock,ShockCombatScore,ShockValueScore
47,198,34,143,COMMANDOS,65,10,10,0.625,0.262,45.88,0.3239,0.66,53.97,0.381,2.38,0.4016,0.6178,True,0.5918,0.9105
48,61,75,82,PROVINCIAUX,50,12,12,0.75,0.178,41.91,0.2958,0.417,41.91,0.2958,0.87,0.4016,0.8032,False,0.5094,1.0188
49,207,106,298,POHRANIČNÍCI,65,11,11,0.6875,0.204,46.99,0.3317,0.423,35.32,0.2494,2.39,0.3989,0.6137,False,0.4808,0.7397
50,397,41,376,FALLSCHIRMJÄGER B1,85,8,8,0.5,0.315,57.98,0.4093,0.615,87.03,0.6144,7.7,0.3987,0.469,True,0.5748,0.6763
51,156,94,210,MECH. CP ESCORT,60,11,11,0.6875,0.217,42.42,0.2994,0.433,42.42,0.2994,1.8,0.3981,0.6634,False,0.4955,0.8259
52,64,74,81,GIGN,50,8,8,0.5,0.315,57.6,0.4066,0.529,68.42,0.483,0,0.398,0.796,True,0.5096,1.0192
476,475,434,452,PATHFINDERS,85,9,9,0.5625,0.287,50.51,0.3566,0.707,59.42,0.4195,3.49,0.3973,0.4674,True,0.5991,0.7048
54,66,23,29,N.G. ENGINEERS (Flam.),50,11,12,0.75,0.171,40.57,0.2864,0.554,82.34,0.5813,0,0.3969,0.7937,True,0.6283,1.2565
55,110,29,54,SAPERZY SZTURMOWI,55,9,9,0.5625,0.247,59.62,0.4209,0.697,70.14,0.4952,0,0.3923,0.7132,True,0.6094,1.1081
56,37,84,51,ZAPADORES (M65),45,9,9,0.5625,0.252,54.0,0.3812,0.487,63.53,0.4485,1.68,0.3865,0.8589,True,0.5058,1.1239
57,21,50,13,ZAPADORES,40,9,9,0.5625,0.252,54.0,0.3812,0.523,79.22,0.5592,0,0.3865,0.9663,True,0.5441,1.3603
58,316,59,277,GEB. JAGDKOMMANDO,70,11,11,0.6875,0.177,44.2,0.312,0.474,53.96,0.381,0,0.3828,0.5468,True,0.5302,0.7574
59,255,175,388,GEBIRGSJÄGER ,65,11,11,0.6875,0.177,44.2,0.312,0.324,32.53,0.2297,1.72,0.3828,0.5889,False,0.4323,0.665
60,394,105,415,COMMANDOS DE L'AIR,80,8,9,0.5625,0.226,58.46,0.4127,0.505,40.54,0.2862,3.76,0.3813,0.4766,True,0.4814,0.6018
61,24,136,43,HJV RESERVISTER,40,12,12,0.75,0.151,35.12,0.248,0.325,35.12,0.248,0.72,0.3799,0.9497,False,0.4585,1.1463
62,44,110,71,BEVEILIGING MOBIEL ,45,10,10,0.625,0.213,46.14,0.3257,0.426,46.14,0.3257,0,0.3799,0.8443,False,0.4757,1.0572
121,220,120,188,PIONIER (CarlG),50,9,9,0.5625,0.24,52.92,0.3736,0.647,62.25,0.4395,0,0.3794,0.7588,True,0.5757,1.1515
64,12,138,22,CONSCRITS,35,12,12,0.75,0.146,34.88,0.2462,0.316,34.88,0.2462,0.5,0.3777,1.079,False,0.4537,1.2964
65,273,45,179,REZ. DESANT. MOR. PEKHOTA,65,11,11,0.6875,0.182,38.67,0.273,0.573,45.49,0.3211,2.39,0.3771,0.5801,True,0.5625,0.8654
66,25,134,42,BEZPEČNOSTNÍ ODDÍL,40,10,10,0.625,0.215,43.2,0.305,0.399,43.2,0.305,0,0.3765,0.9411,False,0.4595,1.1487
67,192,146,282,PIECHOTA (SVD),60,10,10,0.625,0.197,47.11,0.3326,0.407,35.45,0.2502,1.57,0.3741,0.6235,False,0.4519,0.7531
68,52,123,75,MARINIER,45,10,10,0.625,0.199,43.0,0.3036,0.415,43.0,0.3036,0,0.3692,0.8205,False,0.4661,1.0359
69,96,164,173,KOMEND. USILENNAYA,50,10,10,0.625,0.185,47.11,0.3326,0.379,35.45,0.2502,0,0.3687,0.7374,False,0.4393,0.8786
70,212,150,285,MARINESICHERUNGS,60,11,11,0.6875,0.169,35.39,0.2499,0.352,35.39,0.2499,1.8,0.3665,0.6108,False,0.4492,0.7486
347,209,349,240,SICHERUNGS,45,11,11,0.6875,0.169,35.39,0.2499,0.352,35.39,0.2499,0,0.3665,0.8144,False,0.4492,0.9982
72,219,169,320,SRN,60,10,10,0.625,0.187,43.79,0.3091,0.383,32.12,0.2268,0,0.3648,0.608,False,0.4364,0.7274
73,104,152,159,GENDARMES,50,10,10,0.625,0.19,40.09,0.283,0.385,40.09,0.283,0.87,0.3609,0.7219,False,0.4486,0.8972
74,231,97,222,WACHSCHÜTZEN,60,10,10,0.625,0.176,43.93,0.3101,0.483,37.96,0.268,1.83,0.36,0.6,True,0.4898,0.8163
75,63,184,125,MOR. PEKHOTA (SVD),45,10,10,0.625,0.174,43.93,0.3101,0.351,32.27,0.2278,0,0.3589,0.7975,False,0.4224,0.9387
76,429,103,420,PARAS-MARINE (Eryx),85,10,10,0.625,0.173,43.79,0.3091,0.475,37.79,0.2668,3.12,0.3586,0.4219,True,0.4858,0.5716
77,411,104,412,PARAS-MARINE,80,10,10,0.625,0.173,43.79,0.3091,0.475,37.79,0.2668,4.72,0.3586,0.4483,True,0.4858,0.6073
78,237,185,341,GREN.-VOLTIGEURS (FR-F1),60,10,10,0.625,0.173,43.79,0.3091,0.351,32.12,0.2268,1.68,0.3586,0.5977,False,0.4221,0.7035
79,309,186,397,LEGIONNAIRES,65,10,10,0.625,0.173,43.79,0.3091,0.351,32.12,0.2268,1.68,0.3586,0.5517,False,0.4221,0.6493
80,238,187,342,MARSOUINS,60,10,10,0.625,0.173,43.79,0.3091,0.351,32.12,0.2268,1.68,0.3586,0.5977,False,0.4221,0.7035
81,15,135,19,ZÁLOŽNÍCI,35,10,10,0.625,0.182,40.92,0.2889,0.406,40.92,0.2889,2.17,0.3585,1.0244,False,0.4592,1.3119
82,361,48,242,KSK,70,7,7,0.4375,0.292,52.0,0.3671,0.64,80.0,0.5648,3.49,0.3581,0.5116,True,0.5539,0.7912
83,163,58,107,STRANDMEISTER ,55,10,10,0.625,0.183,38.82,0.2741,0.505,61.36,0.4332,0,0.3558,0.6468,True,0.5327,0.9685
84,167,181,262,FUSILEROS (C90),55,11,11,0.6875,0.154,31.43,0.2219,0.314,31.43,0.2219,4.78,0.3543,0.6442,False,0.4265,0.7754
85,318,56,211,BERLIN RIFLES,65,10,10,0.625,0.179,38.93,0.2748,0.562,45.8,0.3233,4.49,0.3541,0.5448,True,0.5364,0.8252
86,116,130,136,VPB,50,10,10,0.625,0.184,35.47,0.2504,0.429,35.47,0.2504,1.57,0.3518,0.7036,False,0.4618,0.9237
87,329,227,413,GEB. AUFKLÄRER,65,10,10,0.625,0.163,41.34,0.2919,0.295,29.68,0.2095,1.72,0.3505,0.5393,False,0.3935,0.6054
88,77,68,38,PIONIER (AGI),45,9,8,0.5,0.179,66.43,0.469,0.52,78.15,0.5517,0,0.3492,0.7759,True,0.5192,1.1538
89,453,127,449,DESANT. SPETSRAZVEDKA,90,10,10,0.625,0.161,40.47,0.2857,0.437,33.88,0.2392,2.76,0.3485,0.3872,True,0.4634,0.5148
90,120,183,198,LIVGARDEN,50,10,10,0.625,0.173,36.44,0.2572,0.341,36.44,0.2572,1.8,0.348,0.6959,False,0.4234,0.8468
91,378,81,321,GUERRILLEROS,70,8,8,0.5,0.229,49.2,0.3473,0.551,60.23,0.4252,0,0.3477,0.4967,True,0.5081,0.7259
92,277,70,181,DESANT. KOMANDOSI,60,8,8,0.5,0.245,42.68,0.3013,0.604,50.21,0.3545,2.22,0.3454,0.5757,True,0.5175,0.8625
93,32,168,57,RESERVE,40,10,10,0.625,0.161,38.14,0.2693,0.366,38.14,0.2693,2.17,0.3451,0.8627,False,0.4375,1.0938
94,35,85,28,ZAPADORES (BMR),40,8,8,0.5,0.225,48.82,0.3446,0.505,73.12,0.5162,0,0.345,0.8625,True,0.5055,1.2638
95,18,192,33,RESERVISTES (LRAC),35,10,10,0.625,0.159,38.09,0.2689,0.328,38.09,0.2689,0.97,0.3442,0.9833,False,0.4201,1.2002
96,84,180,120,WSW,45,9,9,0.5625,0.2,40.67,0.2871,0.389,40.67,0.2871,0,0.3442,0.7649,False,0.4295,0.9544
97,132,88,89,ŽENIJNÍ PRŮZKUMNÍCI,50,8,8,0.5,0.223,48.52,0.3426,0.501,72.77,0.5137,0,0.344,0.6881,True,0.5033,1.0065
98,187,153,223,URSN,55,8,8,0.5,0.234,44.87,0.3167,0.493,36.31,0.2564,2.22,0.3438,0.6251,True,0.4483,0.8151
99,85,156,101,OKHRANA,45,10,10,0.625,0.166,35.47,0.2504,0.387,35.47,0.2504,0,0.3437,0.7639,False,0.4431,0.9847
100,86,99,61,GENIE VERK,45,8,8,0.5,0.224,48.0,0.3389,0.469,72.16,0.5094,0,0.3436,0.7635,True,0.4879,1.0843
101,19,100,12,ŽENISTÉ,35,8,8,0.5,0.224,48.0,0.3389,0.469,72.16,0.5094,0,0.3436,0.9816,True,0.4879,1.3941
102,189,49,92,AIRBORNE ENGINEERS,55,10,10,0.625,0.166,35.32,0.2494,0.56,57.24,0.4041,0,0.3435,0.6245,True,0.5514,1.0025
103,284,157,303,CHASSEURS-PARAS,60,10,10,0.625,0.166,35.32,0.2494,0.387,35.32,0.2494,1.68,0.3435,0.5724,False,0.4428,0.7379
104,425,71,401,LÉGIONNAIRES-PARAS,80,10,10,0.625,0.166,35.32,0.2494,0.524,41.56,0.2934,4.72,0.3435,0.4293,True,0.513,0.6413
105,285,158,304,GREN.-VOLTIGEURS (APILAS),60,10,10,0.625,0.166,35.32,0.2494,0.387,35.32,0.2494,4.72,0.3435,0.5724,False,0.4428,0.7379
106,286,159,305,AEROMOBILES,60,10,10,0.625,0.166,35.32,0.2494,0.387,35.32,0.2494,4.72,0.3435,0.5724,False,0.4428,0.7379
107,190,160,232,GRENADIER-VOLTIGEURS,55,10,10,0.625,0.166,35.32,0.2494,0.387,35.32,0.2494,1.68,0.3435,0.6245,False,0.4428,0.805
108,341,161,371,LEGIONNAIRES (APILAS),65,10,10,0.625,0.166,35.32,0.2494,0.387,35.32,0.2494,4.72,0.3435,0.5284,False,0.4428,0.6812
109,287,162,306,MARSOUINS (APILAS),60,10,10,0.625,0.166,35.32,0.2494,0.387,35.32,0.2494,4.72,0.3435,0.5724,False,0.4428,0.7379
110,135,171,176,MILITARY POLICE,50,10,10,0.625,0.164,35.29,0.2491,0.37,35.29,0.2491,0,0.3425,0.6849,False,0.4351,0.8702
111,136,91,91,INGENIØRER (CarlG),50,8,8,0.5,0.221,47.82,0.3376,0.55,56.26,0.3972,0,0.342,0.6839,True,0.502,1.004
112,42,234,114,RESERVISTES (FR-F1),40,10,10,0.625,0.141,41.05,0.2898,0.28,29.38,0.2074,0.97,0.3401,0.8503,False,0.3863,0.9657
113,141,51,59,AERO-ENGINEERS,50,10,10,0.625,0.161,34.16,0.2411,0.544,55.87,0.3944,0,0.3396,0.6792,True,0.5425,1.085
114,142,52,60,ENGINEERS,50,10,10,0.625,0.161,34.16,0.2411,0.544,55.87,0.3944,0,0.3396,0.6792,True,0.5425,1.085
115,351,87,260,AERO-SCOUTS,65,10,10,0.625,0.161,34.16,0.2411,0.508,40.19,0.2837,2.39,0.3396,0.5225,True,0.5041,0.7756
116,205,55,103,USMC ENGINEERS,55,10,10,0.625,0.158,34.16,0.2411,0.534,55.87,0.3944,0,0.3382,0.6149,True,0.538,0.9781
117,92,61,34,AIRBORNE ENGINEERS (FLASH),45,6,5,0.3125,0.252,81.05,0.5722,0.633,95.35,0.6732,0,0.3373,0.7495,True,0.529,1.1756
118,9,92,4,REZ. SAPERZY,30,8,8,0.5,0.206,48.52,0.3426,0.492,72.77,0.5137,0,0.3363,1.121,True,0.4993,1.6643
119,218,154,230,KULOMETČÍCI,55,9,9,0.5625,0.185,38.77,0.2737,0.431,38.77,0.2737,2.39,0.3349,0.6089,False,0.4454,0.8099
207,30,223,49,RESERVISTES,30,10,10,0.625,0.147,35.32,0.2494,0.368,35.32,0.2494,0,0.3347,1.1158,False,0.434,1.4467
121,220,120,188,PIONIER (CarlG),55,10,10,0.625,0.155,32.53,0.2297,0.438,38.28,0.2702,1.8,0.3343,0.6078,True,0.4699,0.8544
122,148,77,83,GEBIRGSPIONIERE,50,10,10,0.625,0.155,32.53,0.2297,0.474,53.96,0.381,0,0.3343,0.6686,True,0.5083,1.0167
273,186,141,85,PIONIER,50,10,10,0.625,0.155,32.53,0.2297,0.474,53.96,0.381,0,0.3343,0.6686,True,0.5083,1.0167
124,221,79,135,FALLSCHIRMPIONIER,55,10,10,0.625,0.155,32.53,0.2297,0.474,53.96,0.381,0,0.3343,0.6078,True,0.5083,0.9242
125,299,208,365,PANSERSPEJDERE,60,10,10,0.625,0.155,32.53,0.2297,0.324,32.53,0.2297,1.8,0.3343,0.5571,False,0.4104,0.684
126,222,209,289,FUSILEROS (M65),55,10,10,0.625,0.155,32.53,0.2297,0.324,32.53,0.2297,1.68,0.3343,0.6078,False,0.4104,0.7462
127,150,95,102,ENGINEERS (DRAGON),50,10,10,0.625,0.154,32.0,0.2259,0.486,37.65,0.2658,1.4,0.3334,0.6668,True,0.4905,0.9811
128,301,96,220,ENGINEERS (M67),60,10,10,0.625,0.154,32.0,0.2259,0.486,37.65,0.2658,1.06,0.3334,0.5556,True,0.4905,0.8176
129,228,233,338,LIGHT RIFLES (LAW),55,9,9,0.5625,0.161,44.2,0.312,0.322,32.53,0.2297,2.39,0.3317,0.6032,False,0.3879,0.7052
130,48,62,15,N.G. ENGINEERS,40,10,10,0.625,0.143,34.16,0.2411,0.514,55.87,0.3944,0,0.3311,0.8279,True,0.529,1.3226
131,310,73,195,AIRMOBILE PIONEERS,60,9,9,0.5625,0.175,39.05,0.2757,0.551,45.95,0.3244,1.8,0.3308,0.5514,True,0.5098,0.8497
132,230,173,243,AIRMOBILE GUN GROUP,55,9,9,0.5625,0.175,38.77,0.2737,0.407,38.77,0.2737,2.39,0.3303,0.6005,False,0.4346,0.7903
133,311,76,197,SPADOCHRONIARZE (PKM),60,9,9,0.5625,0.175,38.77,0.2737,0.55,45.61,0.322,1.8,0.3303,0.5505,True,0.5089,0.8482
134,98,128,77,PIONIERS (RL-83),45,9,9,0.5625,0.177,37.2,0.2626,0.454,43.76,0.309,1.29,0.3289,0.7308,True,0.4629,1.0287
135,315,98,225,Fs-EINSATZGRUPPE,60,8,8,0.5,0.219,39.04,0.2756,0.553,45.93,0.3242,3.49,0.3286,0.5477,True,0.4889,0.8148
136,99,170,106,RESERVISTEN,45,9,9,0.5625,0.18,35.73,0.2523,0.419,35.73,0.2523,1.57,0.3284,0.7297,False,0.4358,0.9685
137,26,83,8,ENGINEERS (FLASH),35,6,5,0.3125,0.24,77.73,0.5487,0.596,91.45,0.6456,0,0.3272,0.9348,True,0.5066,1.4473
138,367,163,373,SPADOCHRONIARZE,65,9,9,0.5625,0.161,40.73,0.2876,0.435,34.2,0.2414,1.57,0.3266,0.5025,True,0.4407,0.678
139,245,179,254,STŘELCI,55,9,9,0.5625,0.175,35.45,0.2502,0.407,35.45,0.2502,2.02,0.3256,0.592,False,0.43,0.7818
140,400,53,269,PARA. SAS,70,8,8,0.5,0.215,38.2,0.2697,0.608,64.42,0.4548,0,0.3256,0.4652,True,0.5397,0.771
141,11,228,20,HSF,30,10,10,0.625,0.137,31.86,0.2249,0.285,31.86,0.2249,0,0.3255,1.0851,False,0.3921,1.3068
142,162,107,116,N.G. ENGINEERS (M67),50,10,10,0.625,0.136,32.0,0.2259,0.461,37.65,0.2658,0.95,0.3253,0.6506,True,0.4796,0.9591
143,27,222,48,PRIZIVNIKI,35,9,10,0.625,0.134,32.72,0.231,0.307,26.89,0.1898,0.61,0.3252,0.9291,False,0.3951,1.1288
144,325,188,345,LIGHT RIFLES (AT-4),60,9,9,0.5625,0.162,39.2,0.2767,0.376,39.2,0.2767,3.82,0.3249,0.5415,False,0.4213,0.7022
145,374,189,398,LIGHT RIFLES (Dragon),65,9,9,0.5625,0.162,39.2,0.2767,0.376,39.2,0.2767,1.98,0.3249,0.4998,False,0.4213,0.6482
146,375,190,399,LIGHT RIFLES (RCL),65,9,9,0.5625,0.162,39.2,0.2767,0.376,39.2,0.2767,1.06,0.3249,0.4998,False,0.4213,0.6482
147,58,93,30,RESERVISTES SAPEURS,40,10,10,0.625,0.133,32.24,0.2276,0.449,53.62,0.3785,0.97,0.3243,0.8108,True,0.4966,1.2414
148,105,20,11,OMON,45,7,8,0.5,0.196,42.67,0.3012,0.722,99.76,0.7043,0,0.3232,0.7183,True,0.641,1.4243
149,108,108,67,ŽENISTÉ (LPO),45,7,8,0.5,0.196,42.0,0.2965,0.41,84.02,0.5931,0,0.3225,0.7167,True,0.4781,1.0625
150,334,193,349,AIRMOBILE,60,9,9,0.5625,0.163,35.73,0.2523,0.38,35.73,0.2523,4.49,0.3208,0.5346,False,0.4181,0.6969
151,270,194,272,MOT. AIRMOBILE,55,9,9,0.5625,0.163,35.73,0.2523,0.38,35.73,0.2523,1.8,0.3208,0.5832,False,0.4181,0.7603
152,382,64,231,Fs-SPRENGTAUCHER,65,8,8,0.5,0.211,35.9,0.2534,0.587,61.72,0.4357,0,0.3208,0.4936,True,0.5262,0.8095
153,172,195,203,GUARDS (CarlG),50,9,9,0.5625,0.163,35.73,0.2523,0.38,35.73,0.2523,1.8,0.3208,0.6415,False,0.4181,0.8363
154,112,196,132,GUARDS,45,9,9,0.5625,0.163,35.73,0.2523,0.38,35.73,0.2523,2.39,0.3208,0.7128,False,0.4181,0.9292
155,271,65,119,PARA. ENGINEERS,55,9,9,0.5625,0.163,35.73,0.2523,0.55,57.72,0.4075,0,0.3208,0.5832,True,0.5257,0.9559
386,173,390,204,MOT. RIFLES,50,9,9,0.5625,0.163,35.73,0.2523,0.38,35.73,0.2523,1.8,0.3208,0.6415,False,0.4181,0.8363
157,402,101,351,DESANT. USILENNIE,70,9,9,0.5625,0.163,35.73,0.2523,0.514,42.04,0.2968,4.78,0.3208,0.4582,True,0.4873,0.6962
158,426,259,454,DELTA,75,5,6,0.375,0.237,58.53,0.4132,0.403,40.62,0.2868,2.54,0.3206,0.4275,True,0.3701,0.4934
289,434,238,417,FALLSCHIRMJÄGER,65,8,8,0.5,0.214,34.88,0.2462,0.538,41.03,0.2897,2.86,0.3204,0.493,True,0.4752,0.7311
160,403,112,372,FALLSCHIRMJÄGER (Metis),70,8,8,0.5,0.214,34.88,0.2462,0.538,41.03,0.2897,2.8,0.3204,0.4577,True,0.4752,0.6789
161,272,113,180,LUFTSTURM-JÄGER,55,8,8,0.5,0.214,34.88,0.2462,0.538,41.03,0.2897,2.86,0.3204,0.5826,True,0.4752,0.864
162,335,114,241,LUFTSTURM-JÄGER (Metis),60,8,8,0.5,0.214,34.88,0.2462,0.538,41.03,0.2897,2.8,0.3204,0.534,True,0.4752,0.792
163,384,102,286,AIRBORNE,65,9,9,0.5625,0.163,35.45,0.2502,0.513,41.7,0.2944,3.82,0.3202,0.4926,True,0.4864,0.7484
164,178,203,209,MECH. RIFLES (LAW),50,9,9,0.5625,0.158,35.59,0.2512,0.369,35.59,0.2512,2.39,0.3184,0.6368,False,0.413,0.826
165,339,204,363,MECH. RIFLES (DRAGON),60,9,9,0.5625,0.158,35.59,0.2512,0.369,35.59,0.2512,1.98,0.3184,0.5307,False,0.413,0.6883
166,65,287,166,JÄGER,40,9,9,0.5625,0.149,38.49,0.2717,0.267,26.82,0.1893,0,0.3183,0.7958,False,0.3547,0.8869
167,276,115,182,AERO-RIFLES,55,9,9,0.5625,0.154,35.73,0.2523,0.485,42.04,0.2968,2.39,0.3166,0.5757,True,0.4743,0.8624
168,387,116,316,AERO-RIFLES (DRAGON),65,9,9,0.5625,0.154,35.73,0.2523,0.485,42.04,0.2968,1.98,0.3166,0.4871,True,0.4743,0.7297
